service_id,booking_id,service_name,quantity,service_price
282,BKG000408,Airport Transfer,1,500
283,BKG000408,Laundry Service,1,150
284,BKG000412,Swimming Pool Access,1,300
285,BKG000415,Spa Session,1,1200
286,BKG000418,Late Checkout,1,500
287,BKG000421,Breakfast Add-on,1,250
288,BKG000421,Room Service Package,1,800
289,BKG000423,Room Service Package,1,800
290,BKG000425,Spa Session,1,1200
291,BKG000425,Late Checkout,1,500
292,BKG000429,Airport Transfer,1,500
293,BKG000429,Early Check-in,1,400
294,BKG000430,Early Check-in,1,400
295,BKG000431,Breakfast Add-on,1,250
296,BKG000431,Spa Session,1,1200
297,BKG000432,Airport Transfer,1,500
298,BKG000432,Late Checkout,1,500
299,BKG000433,Room Service Package,1,800
300,BKG000434,Airport Transfer,1,500
301,BKG000435,Late Checkout,1,500
302,BKG000436,Room Service Package,1,800
303,BKG000437,Airport Transfer,1,500
304,BKG000437,Breakfast Add-on,1,250
305,BKG000437,Spa Session,1,1200
306,BKG000437,Swimming Pool Access,1,300
307,BKG000438,Spa Session,1,1200
308,BKG000438,Early Check-in,1,400
309,BKG000439,Airport Transfer,1,500
310,BKG000441,Room Service Package,1,800
311,BKG000442,Spa Session,1,1200
312,BKG000444,Early Check-in,1,400
313,BKG000444,Room Service Package,1,800
314,BKG000444,Swimming Pool Access,1,300
315,BKG000445,Early Check-in,1,400
316,BKG000446,Breakfast Add-on,1,250
317,BKG000446,Early Check-in,1,400
318,BKG000447,Room Service Package,1,800
319,BKG000448,Room Service Package,1,800
320,BKG000449,Spa Session,1,1200
321,BKG000449,Late Checkout,1,500
322,BKG000450,Breakfast Add-on,1,250
323,BKG000450,Late Checkout,1,500
324,BKG000451,Breakfast Add-on,1,250
325,BKG000452,Early Check-in,1,400
326,BKG000453,Airport Transfer,1,500
327,BKG000454,Airport Transfer,1,500
328,BKG000454,Early Check-in,1,400
329,BKG000455,Early Check-in,1,400
330,BKG000456,Airport Transfer,1,500
331,BKG000456,Breakfast Add-on,1,250
332,BKG000457,Breakfast Add-on,1,250
333,BKG000457,Room Service Package,1,800
334,BKG000458,Airport Transfer,1,500
335,BKG000458,Early Check-in,1,400
336,BKG000458,Room Service Package,1,800
337,BKG000459,Airport Transfer,1,500
338,BKG000460,Airport Transfer,1,500
339,BKG000460,Late Checkout,1,500
340,BKG000461,Early Check-in,1,400
341,BKG000461,Laundry Service,1,150
342,BKG000462,Room Service Package,1,800
343,BKG000463,Airport Transfer,1,500
344,BKG000463,Breakfast Add-on,1,250
345,BKG000464,Airport Transfer,1,500
346,BKG000465,Breakfast Add-on,1,250
347,BKG000465,Room Service Package,1,800
348,BKG000465,Laundry Service,1,150
349,BKG000466,Airport Transfer,1,500
350,BKG000467,Airport Transfer,1,500
351,BKG000467,Swimming Pool Access,1,300
352,BKG000469,Breakfast Add-on,1,250
353,BKG000469,Spa Session,1,1200
354,BKG000471,Room Service Package,1,800
355,BKG000472,Breakfast Add-on,1,250
356,BKG000472,Room Service Package,1,800
357,BKG000473,Spa Session,1,1200
358,BKG000473,Early Check-in,1,400
359,BKG000475,Spa Session,1,1200
360,BKG000478,Airport Transfer,1,500
361,BKG000478,Breakfast Add-on,1,250
362,BKG000478,Late Checkout,1,500
363,BKG000480,Breakfast Add-on,1,250
364,BKG000480,Early Check-in,1,400
365,BKG000481,Breakfast Add-on,1,250
366,BKG000481,Early Check-in,1,400
367,BKG000481,Room Service Package,1,800
368,BKG000483,Room Service Package,1,800
369,BKG000484,Breakfast Add-on,1,250
370,BKG000486,Airport Transfer,1,500
371,BKG000486,Breakfast Add-on,1,250
372,BKG000486,Early Check-in,1,400
373,BKG000487,Airport Transfer,1,500
374,BKG000489,Airport Transfer,1,500
375,BKG000490,Room Service Package,1,800
376,BKG000491,Spa Session,1,1200
377,BKG000492,Airport Transfer,1,500
378,BKG000492,Breakfast Add-on,1,250
379,BKG000494,Breakfast Add-on,1,250
380,BKG000494,Late Checkout,1,500
381,BKG000496,Spa Session,1,1200
382,BKG000496,Room Service Package,1,800
383,BKG000497,Breakfast Add-on,1,250
384,BKG000497,Room Service Package,1,800
385,BKG000498,Breakfast Add-on,1,250
386,BKG000500,Breakfast Add-on,1,250
387,BKG000500,Room Service Package,1,800
388,BKG000502,Airport Transfer,1,500
389,BKG000504,Laundry Service,1,150
390,BKG000506,Airport Transfer,1,500
391,BKG000506,Breakfast Add-on,1,250
392,BKG000510,Spa Session,1,1200
393,BKG000510,Late Checkout,1,500
394,BKG000512,Room Service Package,1,800
395,BKG000513,Airport Transfer,1,500
396,BKG000513,Breakfast Add-on,1,250
397,BKG000515,Late Checkout,1,500
398,BKG000515,Room Service Package,1,800
399,BKG000518,Breakfast Add-on,1,250
400,BKG000520,Breakfast Add-on,1,250
401,BKG000520,Room Service Package,1,800
402,BKG000521,Airport Transfer,1,500
403,BKG000521,Breakfast Add-on,1,250
404,BKG000521,Late Checkout,1,500
405,BKG000526,Early Check-in,1,400
406,BKG000527,Early Check-in,1,400
407,BKG000528,Room Service Package,1,800
408,BKG000531,Airport Transfer,1,500
409,BKG000532,Early Check-in,1,400
410,BKG000533,Breakfast Add-on,1,250
411,BKG000535,Breakfast Add-on,1,250
412,BKG000535,Early Check-in,1,400
413,BKG000535,Swimming Pool Access,1,300
414,BKG000536,Airport Transfer,1,500
415,BKG000537,Laundry Service,1,150
416,BKG000538,Spa Session,1,1200
417,BKG000538,Late Checkout,1,500
418,BKG000539,Breakfast Add-on,1,250
419,BKG000541,Breakfast Add-on,1,250
420,BKG000541,Late Checkout,1,500
421,BKG000542,Airport Transfer,1,500
422,BKG000546,Spa Session,1,1200
423,BKG000546,Early Check-in,1,400
424,BKG000547,Late Checkout,1,500
425,BKG000549,Spa Session,1,1200
426,BKG000549,Late Checkout,1,500
427,BKG000551,Spa Session,1,1200
428,BKG000553,Spa Session,1,1200
429,BKG000557,Airport Transfer,1,500
430,BKG000557,Late Checkout,1,500
431,BKG000558,Room Service Package,1,800
432,BKG000562,Laundry Service,1,150
433,BKG000564,Late Checkout,1,500
434,BKG000566,Breakfast Add-on,1,250
435,BKG000566,Room Service Package,1,800
436,BKG000567,Swimming Pool Access,1,300
437,BKG000568,Spa Session,1,1200
438,BKG000572,Breakfast Add-on,1,250
439,BKG000572,Laundry Service,1,150
440,BKG000576,Spa Session,1,1200
441,BKG000577,Room Service Package,1,800
442,BKG000579,Late Checkout,1,500
443,BKG000580,Spa Session,1,1200
444,BKG000580,Early Check-in,1,400
445,BKG000581,Airport Transfer,1,500
446,BKG000583,Spa Session,1,1200
447,BKG000587,Airport Transfer,1,500
448,BKG000590,Spa Session,1,1200
449,BKG000591,Early Check-in,1,400
450,BKG000592,Airport Transfer,1,500
451,BKG000592,Room Service Package,1,800
452,BKG000593,Room Service Package,1,800
453,BKG000594,Breakfast Add-on,1,250
454,BKG000594,Spa Session,1,1200
455,BKG000596,Breakfast Add-on,1,250
456,BKG000596,Spa Session,1,1200
457,BKG000597,Breakfast Add-on,1,250
458,BKG000598,Late Checkout,1,500
459,BKG000599,Early Check-in,1,400
460,BKG000600,Spa Session,1,1200
461,BKG000602,Spa Session,1,1200
462,BKG000603,Late Checkout,1,500
463,BKG000606,Late Checkout,1,500
464,BKG000606,Room Service Package,1,800
465,BKG000606,Laundry Service,1,150
466,BKG000607,Late Checkout,1,500
467,BKG000607,Early Check-in,1,400
468,BKG000611,Breakfast Add-on,1,250
469,BKG000611,Spa Session,1,1200
470,BKG000612,Spa Session,1,1200
471,BKG000613,Room Service Package,1,800
472,BKG000614,Airport Transfer,1,500
473,BKG000615,Breakfast Add-on,1,250
474,BKG000615,Spa Session,1,1200
475,BKG000615,Laundry Service,1,150
476,BKG000617,Breakfast Add-on,1,250
477,BKG000617,Early Check-in,1,400
478,BKG000619,Breakfast Add-on,1,250
479,BKG000619,Early Check-in,1,400
480,BKG000619,Swimming Pool Access,1,300
481,BKG000621,Breakfast Add-on,1,250
482,BKG000621,Late Checkout,1,500
483,BKG000624,Airport Transfer,1,500
484,BKG000624,Early Check-in,1,400
485,BKG000625,Breakfast Add-on,1,250
486,BKG000628,Late Checkout,1,500
487,BKG000628,Early Check-in,1,400
488,BKG000629,Late Checkout,1,500
489,BKG000629,Early Check-in,1,400
490,BKG000631,Breakfast Add-on,1,250
491,BKG000631,Laundry Service,1,150
492,BKG000632,Airport Transfer,1,500
493,BKG000633,Late Checkout,1,500
494,BKG000634,Late Checkout,1,500
495,BKG000643,Spa Session,1,1200
496,BKG000644,Late Checkout,1,500
497,BKG000646,Airport Transfer,1,500
498,BKG000647,Room Service Package,1,800
499,BKG000647,Laundry Service,1,150
500,BKG000648,Airport Transfer,1,500
501,BKG000648,Room Service Package,1,800
502,BKG000650,Spa Session,1,1200
503,BKG000650,Room Service Package,1,800
504,BKG000651,Breakfast Add-on,1,250
505,BKG000651,Late Checkout,1,500
506,BKG000656,Spa Session,1,1200
507,BKG000657,Spa Session,1,1200
508,BKG000657,Late Checkout,1,500
509,BKG000657,Early Check-in,1,400
510,BKG000658,Spa Session,1,1200
511,BKG000660,Breakfast Add-on,1,250
512,BKG000660,Late Checkout,1,500
513,BKG000661,Airport Transfer,1,500
514,BKG000663,Breakfast Add-on,1,250
515,BKG000668,Breakfast Add-on,1,250
516,BKG000668,Late Checkout,1,500
517,BKG000669,Room Service Package,1,800
518,BKG000671,Airport Transfer,1,500
519,BKG000671,Early Check-in,1,400
520,BKG000672,Airport Transfer,1,500
521,BKG000674,Spa Session,1,1200
522,BKG000675,Room Service Package,1,800
523,BKG000678,Late Checkout,1,500
524,BKG000679,Breakfast Add-on,1,250
525,BKG000679,Spa Session,1,1200
526,BKG000679,Late Checkout,1,500
527,BKG000679,Room Service Package,1,800
528,BKG000680,Spa Session,1,1200
529,BKG000680,Late Checkout,1,500
530,BKG000682,Late Checkout,1,500
531,BKG000682,Swimming Pool Access,1,300
532,BKG000685,Late Checkout,1,500
533,BKG000686,Breakfast Add-on,1,250
534,BKG000687,Airport Transfer,1,500
535,BKG000687,Swimming Pool Access,1,300
536,BKG000688,Breakfast Add-on,1,250
537,BKG000688,Room Service Package,1,800
538,BKG000689,Breakfast Add-on,1,250
539,BKG000689,Room Service Package,1,800
540,BKG000690,Room Service Package,1,800
541,BKG000691,Airport Transfer,1,500
542,BKG000692,Late Checkout,1,500
543,BKG000693,Spa Session,1,1200
544,BKG000693,Room Service Package,1,800
545,BKG000693,Swimming Pool Access,1,300
546,BKG000694,Breakfast Add-on,1,250
547,BKG000696,Room Service Package,1,800
548,BKG000697,Airport Transfer,1,500
549,BKG000697,Early Check-in,1,400
550,BKG000700,Spa Session,1,1200
551,BKG000701,Laundry Service,1,150
552,BKG000703,Late Checkout,1,500
553,BKG000703,Room Service Package,1,800
554,BKG000704,Breakfast Add-on,1,250
555,BKG000704,Room Service Package,1,800
556,BKG000706,Swimming Pool Access,1,300
557,BKG000707,Spa Session,1,1200
558,BKG000707,Late Checkout,1,500
559,BKG000708,Late Checkout,1,500
560,BKG000708,Room Service Package,1,800
561,BKG000709,Laundry Service,1,150
562,BKG000712,Airport Transfer,1,500
563,BKG000713,Breakfast Add-on,1,250
564,BKG000714,Late Checkout,1,500
565,BKG000714,Room Service Package,1,800
566,BKG000715,Breakfast Add-on,1,250
567,BKG000715,Room Service Package,1,800
568,BKG000716,Late Checkout,1,500
569,BKG000718,Spa Session,1,1200
570,BKG000718,Early Check-in,1,400
571,BKG000720,Airport Transfer,1,500
572,BKG000720,Breakfast Add-on,1,250
573,BKG000720,Spa Session,1,1200
574,BKG000720,Laundry Service,1,150
575,BKG000721,Late Checkout,1,500
576,BKG000721,Laundry Service,1,150
577,BKG000722,Airport Transfer,1,500
578,BKG000722,Room Service Package,1,800
579,BKG000724,Room Service Package,1,800
580,BKG000724,Laundry Service,1,150
581,BKG000726,Airport Transfer,1,500
582,BKG000727,Breakfast Add-on,1,250
583,BKG000729,Airport Transfer,1,500
584,BKG000733,Early Check-in,1,400
585,BKG000735,Breakfast Add-on,1,250
586,BKG000735,Late Checkout,1,500
587,BKG000736,Airport Transfer,1,500
588,BKG000736,Swimming Pool Access,1,300
589,BKG000737,Early Check-in,1,400
590,BKG000738,Airport Transfer,1,500
591,BKG000738,Breakfast Add-on,1,250
592,BKG000739,Spa Session,1,1200
593,BKG000740,Early Check-in,1,400
594,BKG000741,Breakfast Add-on,1,250
595,BKG000741,Spa Session,1,1200
596,BKG000742,Airport Transfer,1,500
597,BKG000742,Early Check-in,1,400
598,BKG000743,Late Checkout,1,500
599,BKG000743,Early Check-in,1,400
600,BKG000744,Breakfast Add-on,1,250
601,BKG000745,Breakfast Add-on,1,250
602,BKG000745,Spa Session,1,1200
603,BKG000746,Spa Session,1,1200
604,BKG000750,Late Checkout,1,500
605,BKG000752,Late Checkout,1,500
606,BKG000757,Airport Transfer,1,500
607,BKG000757,Late Checkout,1,500
608,BKG000757,Room Service Package,1,800
609,BKG000758,Breakfast Add-on,1,250
610,BKG000765,Breakfast Add-on,1,250
611,BKG000770,Airport Transfer,1,500
612,BKG000771,Spa Session,1,1200
613,BKG000772,Room Service Package,1,800
614,BKG000773,Breakfast Add-on,1,250
615,BKG000775,Breakfast Add-on,1,250
616,BKG000776,Breakfast Add-on,1,250
617,BKG000777,Breakfast Add-on,1,250
618,BKG000777,Early Check-in,1,400
619,BKG000778,Breakfast Add-on,1,250
620,BKG000780,Airport Transfer,1,500
621,BKG000782,Spa Session,1,1200
622,BKG000784,Spa Session,1,1200
623,BKG000786,Spa Session,1,1200
624,BKG000786,Early Check-in,1,400
625,BKG000788,Late Checkout,1,500
626,BKG000788,Early Check-in,1,400
627,BKG000794,Airport Transfer,1,500
628,BKG000794,Spa Session,1,1200
629,BKG000794,Early Check-in,1,400
630,BKG000795,Early Check-in,1,400
631,BKG000796,Swimming Pool Access,1,300
632,BKG000800,Airport Transfer,1,500
633,BKG000800,Late Checkout,1,500
634,BKG000802,Breakfast Add-on,1,250
635,BKG000803,Early Check-in,1,400
636,BKG000809,Room Service Package,1,800
637,BKG000813,Airport Transfer,1,500
638,BKG000813,Late Checkout,1,500
639,BKG000814,Breakfast Add-on,1,250
640,BKG000814,Spa Session,1,1200
641,BKG000815,Breakfast Add-on,1,250
642,BKG000816,Late Checkout,1,500
643,BKG000818,Early Check-in,1,400
644,BKG000819,Late Checkout,1,500
645,BKG000819,Early Check-in,1,400
646,BKG000821,Airport Transfer,1,500
647,BKG000821,Breakfast Add-on,1,250
648,BKG000821,Room Service Package,1,800
649,BKG000822,Airport Transfer,1,500
650,BKG000825,Late Checkout,1,500
651,BKG000827,Airport Transfer,1,500
652,BKG000827,Spa Session,1,1200
653,BKG000827,Room Service Package,1,800
654,BKG000831,Breakfast Add-on,1,250
655,BKG000832,Room Service Package,1,800
656,BKG000833,Early Check-in,1,400
657,BKG000836,Airport Transfer,1,500
658,BKG000836,Late Checkout,1,500
659,BKG000837,Spa Session,1,1200
660,BKG000837,Swimming Pool Access,1,300
661,BKG000843,Swimming Pool Access,1,300
662,BKG000845,Airport Transfer,1,500
663,BKG000845,Breakfast Add-on,1,250
664,BKG000845,Room Service Package,1,800
665,BKG000846,Breakfast Add-on,1,250
666,BKG000847,Spa Session,1,1200
667,BKG000848,Airport Transfer,1,500
668,BKG000848,Spa Session,1,1200
669,BKG000849,Late Checkout,1,500
670,BKG000851,Breakfast Add-on,1,250
671,BKG000851,Spa Session,1,1200
672,BKG000851,Late Checkout,1,500
673,BKG000852,Spa Session,1,1200
674,BKG000855,Room Service Package,1,800
675,BKG000856,Airport Transfer,1,500
676,BKG000858,Early Check-in,1,400
677,BKG000859,Airport Transfer,1,500
678,BKG000859,Breakfast Add-on,1,250
679,BKG000859,Early Check-in,1,400
680,BKG000860,Spa Session,1,1200
681,BKG000862,Late Checkout,1,500
682,BKG000865,Airport Transfer,1,500
683,BKG000865,Breakfast Add-on,1,250
684,BKG000866,Breakfast Add-on,1,250
685,BKG000866,Spa Session,1,1200
686,BKG000867,Airport Transfer,1,500
687,BKG000867,Spa Session,1,1200
688,BKG000867,Late Checkout,1,500
689,BKG000870,Early Check-in,1,400
690,BKG000873,Room Service Package,1,800
691,BKG000873,Laundry Service,1,150
692,BKG000874,Room Service Package,1,800
693,BKG000875,Breakfast Add-on,1,250
694,BKG000877,Spa Session,1,1200
695,BKG000879,Early Check-in,1,400
696,BKG000881,Breakfast Add-on,1,250
697,BKG000881,Spa Session,1,1200
698,BKG000883,Airport Transfer,1,500
699,BKG000885,Breakfast Add-on,1,250
